"places_url_link","places_url_place","places_url_reviews_name","places_url_reviews_title","places_url_reviews_title_url","places_url_reviews_visit_time","places_url_reviews_comment","places_url_reviews_contributions","places_url_reviews_review_time"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","DJ_MC202","Wonderful Free Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r595994331-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2018 • Family","Whether you love aircraft, military hardware, or are just looking for an amazing place to spend 1 to 4 hours this is the place for you. Some of the larger aircraft are located outside and you can get up close and personal with these monsters. Inside the two main hangers there are many many aircraft from the Wright Brothers through very modern fighter aircraft. You can get closer than you will ever get to any military aircraft in the world. The Hill Aerospace Museum I feel closely rivals the Wright Patterson museum. If you are local or visiting you really should plan to spend some time here. Admission is free and the museum is located just off I-15 Roy exit. Great for all ages","139 contributions","Written July 14, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Lori K","Great place to visit","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r595068834-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2018 • Family","We really enjoyed all the exhibits in the museum. The outside and inside are a must. It's hard to believe it's free!! There is a gift shop also.","1,928 contributions","Written July 10, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Brenda S","Great for the Plane buff","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r594931371-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2018 • Solo","Hill has some amazing airplanes, learned a bit of history while just browsing and having a good time.","20 contributions","Written July 10, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","John W","Simply excellent!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r593119763-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2018 • Friends","If you like military aviation then this quite simply is a ""Must do"". There is a wonderful collection outside as well as two large halls inside. There is pretty war to just about modern day and classics like the F-86, F-100, F-105 through to the F-16 plus the SR-71.
All aircraft are in excellent condition and we'll maintained. You will need a flashgun for your camera as lighting is sadly poor and should be improved in my opinion. It's open 9am to 4:30pm and is free entry.","76 contributions","Written July 4, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","DRJ469","Great museum full of history!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r592875159-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2018 • Family","Wonderful museum full of military aircraft. When we were there there were several old WWII veterans sitting next to the planes they flew and they were telling of their experiences flying those planes during the war. They even have a Blackbird. Excellent experience! Highly recommend!","257 contributions","Written July 3, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","honeygirl2008","Love this place!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r592610553-Hill_Aerospace_Museum-Ogden_Utah.html","Aug 2017","My dad loves airplanes and each time they would visit we would go. And the volunteers are great! Will definitely go again!","41 contributions","Written July 2, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Anon58759","Good museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r591561543-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2018 • Solo","My husband loves this museum and has visited it multiple times (we live in Washington). It can be overwhelming, but luckily it is free! We went just after school let out; I'm sure it's a great venue for kids as they can eat a sack lunch outside and have free admission. It was nice to see dads and grandpas visiting with their young family members. The WASP exhibit was great, very informative.
The directions were easy to locate from either the Ogden side or Roy.","193 contributions","Written June 29, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Pat S","Local military history","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r591497886-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2018 • Couples","This was a great museum for local aviation history on Hill AFB. It was free and had a great display of aircraft that had been stationed or maintained at Hill.
Military retirees volunteered at the museum. They were full of information and stories.
The two things I loved most were: 1. the variety of the aircraft, the travel through aviation history from WWI to present. 2. The inclusion of women in aviation history including the WASPS; and 3 the accessibility of the aircraft.
I would definitely recommend going a trip to Hill Aerospace museum.","144 contributions","Written June 28, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","FLORIAN M0","GREAT PLACE TO VISIT FOR A TOY PLANE COLLECTOR AS WELL","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r591038621-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2018 • Couples","My husband loves to collect toy plane and when we went to this place, he was amazed and can't get enough. The museum was unbelievable, very educational and informative. I haven't seen planes like those big in one place. It's a must to see when in Ogden, Utah.","294 contributions","Written June 26, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Ray S","Great collection of aircraft inside and out, for free!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r584877962-Hill_Aerospace_Museum-Ogden_Utah.html","May 2018 • Family","This is one of the most complete aerospace museums I have seen. Having been in an different branch of service I was not familiar with all the USAF aircraft, and some aviation history.
It has a very nice area for UT avation history, and a great exhibit about the WASPs from WW II.","1,000 contributions","Written June 3, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","TheMuscovyDuck","Over a Century of US Air Power on Display","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r582079905-Hill_Aerospace_Museum-Ogden_Utah.html","May 2018 • Couples","An impressive collection of USAF aircraft spanning a century of aviation. The museum is made up of two hangers and an outside area where the larger aircraft are displayed. All aircraft have accompanying information panels and the hangers tell the story of American air power from WWI up to the modern day. The aircraft are maintained in excellent condition and knowledgeable and enthusiastic museum volunteers are on hand to answer any questions you may have.
Entry is free but I’d strongly recommend you make a donation - this museum is a labour of love and well worth a visit!","","Written May 22, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","kayakergrl2017","Free Admission, great displays","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r581536970-Hill_Aerospace_Museum-Ogden_Utah.html","May 2018 • Solo","I visited to use up time before cheering my friend at the Ogden marathon finish. Hill AFB is conveniently located near the finish line to go to the museum and thoroughly read through the displays and peruse the outdoor exhibits.
The indoor displays and visual reader boards were very professionally laid out. Lots of information that was not too overwhelming. Gift shop had an amazing selection.","237 contributions","Written May 20, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","JeffSewell","Great museum! Free to the public with a lot to see.","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r580882658-Hill_Aerospace_Museum-Ogden_Utah.html","May 2018 • Family","I was very pleasantly surprised by the museum. The exhibits were well tended and there were interesting plaques with great information on them. Each plane had a story and an interesting bit of history about them. The staff was phenomenal, friendly and helpful. The spaces were well lit, clean and informative, with just the right amount of showmanship. Great job!","58 contributions","Written May 17, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Utahgal-Cheryl","Wow! LOVE these old planes!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r580864194-Hill_Aerospace_Museum-Ogden_Utah.html","May 2018 • Family","We stopped briefly, spent an hour and a half. Not nearly enough time to see all that they have here. GREAT planes, I love how they have them all worked in there. Hanging from the ceiling. They are saving as many as they can. And, thank you for that! If you are into this type of thing, I think you will be thrilled with the history here. If your not into this type of thing, I still think you would be entertained. And its FREE! Take a minute to explore. But really take more like a few hours. :-)","95 contributions","Written May 17, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Larry R","Wonderful","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r580283554-Hill_Aerospace_Museum-Ogden_Utah.html","May 2018 • Couples","This is a great museum if you are interested in the history of war planes and the roles they played.","656 contributions","Written May 14, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Dianne H","Incredible collection of aircraft","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r575742462-Hill_Aerospace_Museum-Ogden_Utah.html","Apr 2018 • Couples","Several large hangars with military aircraft hanging from the ceiling or snuggled up next to each other. Aircraft from the very beginning of aerial warfare right on up to some of the current models flying. Outside, there are rows of larger transports, bombers, refueling aircraft, and the venerable B-52. Blackbird. B-1 bombers. Helicopters from the Mash era to the present. Then there are the guys inside (volunteers) who will bend your ear for as long as you will let them. An aviation buffs dream!","97 contributions","Written April 25, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","BdgtTravel305","Wonderful museum for the whole family - and free!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r574441409-Hill_Aerospace_Museum-Ogden_Utah.html","Mar 2018 • Solo","Saw from the highway and decided to stop to check it out. Unfortunately it was near closing time so were only able to visit for less than hour. But it was enough to encourage us to come back.
The museum offers a great collection of aircraft and the volunteers are ready to offer tons of information.
Definitely recommended. Do not miss it.","588 contributions","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","tdw295","Incredible and Free","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r574244659-Hill_Aerospace_Museum-Ogden_Utah.html","Apr 2018 • Couples","Plan to spend two - three hours walking around both inside and out. Many amazing aircraft on display. And the best part is that it is free.","923 contributions","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Kelsey A","","","","","","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Chelsie S","Amazing","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r573563387-Hill_Aerospace_Museum-Ogden_Utah.html","Apr 2018 • Family","We spent 3 hours walking around looking at everything. It’s a FREE museum full of so much information! The gift shop was fun. Lots of little trinkets and shirts and everything reasonably priced.","66 contributions","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Kelsey A","","","","","","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Wid-trips","A local gem not to be missed","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r573523103-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2017 • Solo","I love this place! Being former USAF myself, I have great pride in my branch of service. The museum is filled with history and a great collection of aircraft and support equipment. Be sure to see the movie and also talk to the volunteers. Most are retired service members who are very proud of their service and have a wealth of first-hand knowledge to share. Great to see younger generations involved as well to keep this history alive! It's free to visit, too!","14 contributions","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Kelsey A","","","","","","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Camille H","Free and fun!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r572502747-Hill_Aerospace_Museum-Ogden_Utah.html","Mar 2018 • Family","I love how much you can learn here. My two young children were not that into it, except loved running around the big planes outside. I enjoyed how much there was to see and learn about.","","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Kelsey A","","","","","","Written April 19, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Don P","Interesting for me and my grandkids.","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r571143489-Hill_Aerospace_Museum-Ogden_Utah.html","Apr 2018 • Family","Everyone was friendly, accommodating and knowledgeable. You will find something of interest whether you have been looking and learn about airplanes your whole life you just have a passing interest. It is amazing how many exhibits they have. Airplanes, mostly the real thing, from Kiddy Hawk. If you have the chance, don't miss this one!!!","","Written April 4, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Dan B","Great place to walk through history","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r564988023-Hill_Aerospace_Museum-Ogden_Utah.html","Mar 2018 • Business","This is one of the finest care museums I have it in two. The displays and the quality of the aircraft is amazing. They even have a SR-71 blackbird on display.The outside display is also very impressive with some rare and his stork aircraft on display outside. Be ready to spend several hours here, there is so much to see and do and experience.","7 contributions","Written March 6, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Michele D","Fantastic aviation museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r564085524-Hill_Aerospace_Museum-Ogden_Utah.html","Mar 2018 • Couples","My husband and I are both from military families and are both interested in history. We thoroughly enjoyed seeing and reading about all of the aircraft and munitions from the Wright brothers era to recently retired military aircraft. The museum is well maintained and just wonderful! I highly recommend visiting.","29 contributions","Written March 3, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Jeff W","Visited Hill A.F. museum with some out of town friends","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r564035278-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2017 • Couples","We enjoyed walking through the indoor museum as well as through the outdoor exhibits. The indoor museum and many planes on exhibit with good descriptions below. The staff was welcoming and were gracious in answering our questions and showing us some of the individual planes.","138 contributions","Written March 3, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HoleySneakers","Tons of Cool Aircraft, and Cooler Stories","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r561113226-Hill_Aerospace_Museum-Ogden_Utah.html","Feb 2018 • Family","This museum has a relatively large collection of military aircraft that spans most of the history of the U.S. Airforce. There is an outdoor and two indoor collections, and all are well-maintained, with well-designed displays and placards giving the history and information about each aircraft displayed. Admission is free, which is pretty remarkable,and kids really enjoy being able to get up close and personal with the aircraft. The only down side is that there are no planes in which you can tour or see the inside. The museum also provides some great stories, with its ""Utah Aviation Hall of Fame"" exhibit, and the USAF in Vietnam exhibit, which includes a section on prisoners of war and USAF (Vietnam) Medal of Honor recipients. If you have any interest at all in military aviation - or think you might possibly have an interest - this museum is well worth the visit.","224 contributions","Written February 17, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Bob J","Family visits","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r558515778-Hill_Aerospace_Museum-Ogden_Utah.html","Mar 2017 • Family","If you like military aircraft, you will like this museum. They have many types of aircraft from early aviation to present. I was there for almost 3 hours. The volunteers are very cordial and informative. The museum is free but they appreciate donations. Get close to the aircraft of the past and present. Great place to visit.","10 contributions","Written February 5, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","MindiL041203","Family visit","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r558455081-Hill_Aerospace_Museum-Ogden_Utah.html","Feb 2018 • Family","If you have any interest in the vast number of airplanes not only the air force have used this is the place for you! There are so many things to see and a ton to learn fro airplanes to helicopters to the history of American wars. This is a free museum which in education.","143 contributions","Written February 4, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","OrsonCorson","An SR71","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r558454233-Hill_Aerospace_Museum-Ogden_Utah.html","Feb 2018 • Friends","They have some cool stuff. Plenty of vintage Air Force jets. An SR71. Many older planes as well from WWII. It was presented well in the first hangar. In the second hangar the aircraft were simply on display with nothing to give it context.","22 contributions","Written February 4, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","S0ccerm0m6","Hill AFB Aerospace Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r558321117-Hill_Aerospace_Museum-Ogden_Utah.html","Oct 2017 • Friends","Excellent place to learn about the history of the USAF, Hill AFB and the great service men and women who have defended the USA.","5 contributions","Written February 4, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","gregorydU4090YH","Outstanding Museum & Staff!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r557228835-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2017 • Couples","This is a fantastic museum! The aircraft on display indoor AND outdoor are SUPERB! The staff is extremely knowledgeable and VERY FRIENDLY. Was able to recreate a photo from my USAF days. NICE!","4 contributions","Written January 29, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Pauline7109","Wonderful surprise","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r555274884-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2017","We ended up visiting this museum as a last-minute decision and didn't know much about it beforehand. Oh my goodness--it was so much more interesting and huge than we were expecting it to be! Incredible number of vintage and modern military aircraft, all grouped by eras and the wars in which they were flown. The accompanying signs and displays were informative and really brought the history alive. We were so glad we stopped. And it was free to boot!","48 contributions","Written January 21, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","passerby61","Visual history","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r551825343-Hill_Aerospace_Museum-Ogden_Utah.html","Dec 2017","The planes are authentic. Its emotional when she see how the planes were constructed from and the materials used., ie canvas cloth, wires. An educational resource are the volunteers who answer questions or give additional commentary about how wars were fought. There is nostalgia but its also sobering to realize how war can start.","91 contributions","Written January 5, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Janetsplanet","Incredible and Free","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r551815543-Hill_Aerospace_Museum-Ogden_Utah.html","Jan 2018 • Solo","I went there because I love airplanes and in training to get my license so of course, I have to visit. It's so much bigger than other air museums I've visited in California (Santa Monica and Orange County).
Great information and history, lots to learn.","","Written January 5, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Julie L","Great museum and it’s Free!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r551378766-Hill_Aerospace_Museum-Ogden_Utah.html","Jan 2018 • Couples","Not sure why more people don’t note this is free in their title!
It’s a huge display of military aircraft and some really interesting displays on both the craft and the people that fought in the US military during WW1, WW2, the Korean and Vietnamese Wars. I learned a few things that I am surprised there hasn’t been movies made about, like the women that flew for the Air Force in WW2 (the WASPs).
You could easily spend hours here if you have the time. There’s a small gift shop but no cafe.
The volunteer staff are lovely and keen to share their knowledge.
Take a camera!","871 contributions","Written January 4, 2018"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","mishabri","Fascinating","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r550019824-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2017 • Family","Took my son here as he is obsessed with the military and history. We didn't allow enough time to fully appreciate everything they had here! Very educational and fun.","139 contributions","Written December 29, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Sean L","Great Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r549824560-Hill_Aerospace_Museum-Ogden_Utah.html","May 2017","I love jets and this is a great place to see them up close. You also learn some history as you go. It's awesome to see an SR-71 inside","71 contributions","Written December 28, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","gsches","Wowzers!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r549603217-Hill_Aerospace_Museum-Ogden_Utah.html","Dec 2017 • Couples","Incredible displays. NICE experience. I will be going again as there is so much to see. Took my 88 year old Dad. He wants to come back.","","Written December 27, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Charlotte A","Amazing Collection","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r548545750-Hill_Aerospace_Museum-Ogden_Utah.html","May 2017 • Family","Lots to see - educational! Planes everywhere plus uniforms and other memorabilia. A wonderful tribute to our military and our wonderful flying machines.","5 contributions","Written December 22, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Rachel Y","Airplane freaks!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r548445483-Hill_Aerospace_Museum-Ogden_Utah.html","Jan 2017 • Family","This museum may be visited any time of the year, with indoor and outdoor displays.
Indoor displays include child-friendly activities. Outdoor displays allow visitors to get up close and personal with aircraft.","","Written December 21, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Steven H","Wonderful Aviation Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r546829582-Hill_Aerospace_Museum-Ogden_Utah.html","Oct 2017 • Couples","Hugh display of plane and other items inside two large buildings and a nice display of planes outside. Lots of data one can read by the planes and displays. FREE to get into, one can leave a donation. This was wonderful.","2,543 contributions","Written December 12, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Brent M","Interesting airplanes - many inside.","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r544117434-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2017 • Couples","A fun place to take kids and grandkids to see airplanes and learn about aviation. Also fun for veterans to reminisce.","106 contributions","Written November 29, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","joannamG1474LM","Worth the stop to see","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r541456639-Hill_Aerospace_Museum-Ogden_Utah.html","Nov 2017 • Couples","I would go back again ! The people were nice and very helpful. The planes and collections are amazing inside and out . The cost is on donation but I would even pay a fee well worth stopping.","4 contributions","Written November 16, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","erinrenfroe","Expectations were blown away","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r540291428-Hill_Aerospace_Museum-Ogden_Utah.html","Nov 2017 • Couples","I'm from Pensacola, which means I was judging this place against the Naval Aviation Museum. It holds up. This museum is the result of countless hours of restoration - I can't even imagine. It goes on and on, and when you walk around the outdoor exhibit, you get to see real live jets flying from the base. The gift shop is a great place to find gifts for all the kids in your life you never know what to get. I saw toddlers and senior citizens having fun here, so bring the whole family.","53 contributions","Written November 11, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","ManyRoadsTraveled","Not a Fly by and miss but a Must stop visit.","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r536981502-Hill_Aerospace_Museum-Ogden_Utah.html","Oct 2017 • Couples","This was one of the best museums we have stopped at on a military base. It is deceiving in size and has an unbelievable collection. Has volunteers working it and we had a couple of them that were there when it happened and really explained some of the history as they remember it. We took a lot longer then we thought we would as it was that good and so much. We will stop again as I know we missed absorbing some of ALL the information they have. I will recommend this stop to anyone that will be in the area to plan to take some time too see this. Cost is donation but is so good it would be worth a fee.","185 contributions","Written October 29, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Dnnstory","Great place!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r533534135-Hill_Aerospace_Museum-Ogden_Utah.html","Oct 2017","If you love history, come visit this museum! Well done, beautiful displays. Plenty to see both inside and outside. Quite a large variety of aircraft for a relatively small air museum.","20 contributions","Written October 16, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Lance M","Great FREE (donations welcome :) museum; awesome jets, ACE learning center for kids","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r529278102-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2017","I've loved this museum since I was young. SR-71, F-16, A-10, lots of vintage aircraft. Retired/veterans are great hosts.","11 contributions","Written October 2, 2017"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","salupm1","Great FREE museum for both young and old","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r526592090-Hill_Aerospace_Museum-Ogden_Utah.html","Jun 2017 • Family","It doesn't matter if you are a kid, a teen, a parent, or a grandparent; this museum has something for everyone, and best of all--it is free to visit. Hundreds of historical airplanes for everyone to enjoy. A special note: many people don't know that there is a second building as big as the first directly behind the main museum. It has an old Airforce One and many other planes. Don't miss it. Once you have walked through both buildings take the time to enjoy all the planes out front. Truly a great place to visit. They have a gift shop that every kid will love to visit.","520 contributions","Written September 22, 2017"
